degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
M.Tech,Electronics,6.0,80.7,69.4,"CI/CD, Terraform, AWS, Linux",9,DevOps Engineer
MBA,Business Administration,9.75,78.9,69.4,"Process Improvement, Power BI, Data Visualization",4,Business Analyst
B.Tech,Computer Science,6.52,90.5,89.9,"REST APIs, FastAPI, MongoDB",2,Backend Developer
B.Tech,Business Administration,8.32,70.4,76.6,"Market Research, Process Improvement, Data Visualization",3,Business Analyst
B.Tech,Business Administration,8.86,84.5,77.7,"Market Research, SQL, Tableau, Data Visualization, Power BI, Process Improvement",6,Business Analyst
BCA,Computer Science,8.74,74.4,96.1,"CSS, React, Vue, TypeScript, Angular",0,Frontend Developer
MBA,Business Administration,8.46,90.9,91.2,"Market Research, Process Improvement, Tableau, Power BI, SQL, Data Visualization",8,Business Analyst
B.Tech,Computer Science,6.5,93.4,83.8,"FastAPI, Django, Node.js, Python, Java, GraphQL",5,Backend Developer
BA,Human Resources,7.0,66.3,67.0,"Recruiting, Communication, Onboarding, Talent Acquisition, Employee Relations",12,HR Manager
M.Tech,Information Technology,7.18,81.9,71.7,"GraphQL, Node.js, PostgreSQL, Java, Docker, Python",3,Backend Developer
BBA,Business Administration,6.22,67.8,79.3,"Recruiting, Onboarding, Talent Acquisition, Employee Relations, Communication",7,HR Manager
MBA,Accounting,8.67,70.4,96.4,"Auditing, Tally, Accounting, Advanced Excel, GST",9,Accountant
B.Tech,Information Technology,7.27,79.2,82.3,"Terraform, Kubernetes, AWS, Linux",4,DevOps Engineer
MBA,Accounting,7.4,73.4,68.4,"Advanced Excel, Finance, GST, Accounting, Tally, Auditing",11,Accountant
BCA,AI,7.46,70.0,95.7,"Java, Rust, Go, C++, Git, Python, C#",0,Software Engineer
BA,Business Administration,7.03,67.6,77.3,"Onboarding, Employee Relations, Talent Acquisition, Communication",8,HR Manager
BBA,Business Administration,9.33,93.6,90.5,"Market Research, Data Visualization, SQL, Process Improvement",4,Business Analyst
B.Tech,Design,8.81,73.0,77.2,"HTML, Angular, CSS, JavaScript, Vue, Tailwind",7,Frontend Developer
BA,Design,8.06,86.0,87.9,"Prototyping, Figma, UI/UX",0,UX Designer
B.Tech,Design,7.87,67.0,97.9,"Vue, CSS, Tailwind, Next.js, TypeScript, React",11,Frontend Developer
B.Tech,Computer Science,7.74,89.7,84.2,"Jenkins, Linux, CI/CD, Kubernetes",8,DevOps Engineer
B.Tech,Marketing,7.65,96.8,72.8,"Product Strategy, Stakeholder Management, Roadmapping",4,Product Manager
Diploma,Design,8.96,84.3,70.1,"Angular, Next.js, React, JavaScript, CSS, HTML, TypeScript, Tailwind",2,Frontend Developer
B.Com,Economics,7.76,93.1,68.0,"SEO, Social Media, Digital Marketing, Copywriting, Content Strategy, Google Analytics",12,Marketing Specialist
MBA,Information Technology,8.7,97.0,78.1,"Market Research, Data Visualization, Tableau, SQL, Process Improvement, Power BI",11,Business Analyst
MCA,Computer Science,8.84,73.2,80.2,"CI/CD, Jenkins, Linux",13,DevOps Engineer
MBA,Business Administration,6.75,78.2,87.6,"Stakeholder Management, Agile, Jira",2,Product Manager
MBA,Finance,9.43,79.6,69.3,"Accounting, Auditing, Tally",6,Accountant
B.Tech,Information Technology,7.89,77.6,79.1,"C#, System Design, Go",5,Software Engineer
BA,Information Technology,7.12,78.6,83.2,"Prototyping, UI/UX, Figma, Adobe XD, Wireframing",0,UX Designer
MCA,Information Technology,9.78,82.9,65.6,"System Design, Python, Go, Data Structures",13,Software Engineer
Diploma,Design,7.21,72.2,94.6,"Angular, Next.js, React, JavaScript, CSS, HTML",12,Frontend Developer
B.Tech,Information Technology,7.01,91.9,95.3,"Kubernetes, Linux, Docker, Terraform, AWS, Jenkins, CI/CD",0,DevOps Engineer
Diploma,Information Technology,9.06,88.0,95.2,"UI/UX, Design Systems, User Testing, Wireframing",0,UX Designer
BCA,Design,6.14,66.9,84.9,"Tailwind, Vue, CSS, React",0,Frontend Developer
BBA,Human Resources,9.49,92.9,75.7,"Communication, Employee Relations, Recruiting, Talent Acquisition, Onboarding",0,HR Manager
B.Tech,Finance,9.65,77.3,96.1,"Stakeholder Management, Roadmapping, Product Strategy, Scrum",6,Product Manager
B.Com,Finance,9.01,96.7,86.4,"GST, Tally, Finance, Auditing, Advanced Excel",2,Accountant
BA,Business Administration,8.79,74.7,70.9,"Communication, Employee Relations, Talent Acquisition, Onboarding",0,HR Manager
M.Com,Accounting,8.15,95.9,69.6,"Finance, GST, Tally, Auditing",11,Accountant
BCA,Information Technology,7.01,73.2,67.2,"C#, C++, Data Structures, Python, Java",4,Software Engineer
B.Tech,Computer Science,7.33,77.4,92.4,"Git, System Design, C#, Python, Go, Data Structures",12,Software Engineer
MBA,Accounting,6.08,73.6,68.5,"Advanced Excel, Accounting, Finance, Tally",3,Accountant
MCA,Computer Science,8.31,79.3,66.8,"Node.js, REST APIs, Docker, Python, SQL, Django, FastAPI",4,Backend Developer
Diploma,CS,6.9,66.6,83.9,"Adobe XD, Design Systems, User Testing, Wireframing, Prototyping, UI/UX, Figma",7,UX Designer
MBA,Marketing,9.13,85.6,80.9,"Market Research, Roadmapping, Scrum",1,Product Manager
BA,CS,7.79,94.5,73.7,"Figma, Prototyping, Design Systems, Wireframing, UI/UX",10,UX Designer
BBA,Human Resources,7.0,80.3,72.5,"Talent Acquisition, Onboarding, Recruiting, Employee Relations, Communication",4,HR Manager
B.Com,Accounting,9.69,84.5,83.3,"Auditing, Accounting, Finance, GST, Tally, Advanced Excel",6,Accountant
BBA,Business Administration,9.43,88.6,81.6,"Employee Relations, Talent Acquisition, Communication, Recruiting, Onboarding",8,HR Manager
MBA,Accounting,9.69,91.7,69.2,"Advanced Excel, Tally, Finance",2,Accountant
MBA,Business Administration,7.47,78.1,75.8,"Tableau, Market Research, Power BI, Process Improvement, Data Visualization, SQL",9,Business Analyst
MBA,Communications,6.56,84.4,90.0,"Social Media, Copywriting, Google Analytics, SEO, Content Strategy, Digital Marketing",15,Marketing Specialist
B.Tech,Information Technology,6.14,74.1,69.7,"Data Structures, System Design, Algorithms, Python, Rust, Go, Git",9,Software Engineer
B.Tech,Finance,6.19,80.7,73.9,"SQL, Power BI, Tableau",5,Business Analyst
MCA,Artificial Intelligence,7.14,89.5,90.5,"Pandas, Statistics, Machine Learning, SQL, TensorFlow",5,Data Scientist
B.Tech,Computer Science,7.96,70.2,75.3,"SQL, GraphQL, Docker, REST APIs, Django, Python",8,Backend Developer
MCA,Computer Science,6.13,66.7,76.9,"SQL, FastAPI, Python, Django",5,Backend Developer
Diploma,Design,6.67,93.7,84.4,"CSS, HTML, Next.js, JavaScript, React, Vue",5,Frontend Developer
BCA,Information Technology,9.26,86.4,87.4,"CSS, Vue, HTML, React, TypeScript, Next.js, JavaScript, Tailwind",4,Frontend Developer
MBA,Information Technology,9.46,86.4,84.8,"Process Improvement, Data Visualization, SQL",4,Business Analyst
M.Tech,Information Technology,6.96,80.4,87.3,"Terraform, Jenkins, Kubernetes, CI/CD, Docker, Linux, AWS",7,DevOps Engineer
B.Com,Accounting,6.24,97.6,86.1,"Auditing, GST, Finance, Tally, Accounting, Advanced Excel",4,Accountant
M.Tech,Electronics,8.59,88.8,86.6,"Kubernetes, Docker, Terraform, Linux, AWS, CI/CD, Jenkins",5,DevOps Engineer
BCA,Information Technology,9.44,87.2,81.7,"Python, Django, SQL, REST APIs, Docker, GraphQL, Node.js, PostgreSQL",2,Backend Developer
B.Tech,Business Administration,8.76,83.4,95.1,"Data Visualization, SQL, Tableau, Power BI, Market Research",10,Business Analyst
B.Tech,Computer Science,6.99,74.7,93.1,"React, Vue, Next.js, JavaScript, Angular",7,Frontend Developer
PhD,Computer Science,8.01,78.6,93.7,"Machine Learning, Statistics, SQL, NLP, Deep Learning, Scikit-Learn, TensorFlow",2,Data Scientist
MBA,Marketing,8.96,81.1,85.8,"Product Strategy, Market Research, Agile, Scrum, Jira, Roadmapping",6,Product Manager
BBA,Business Administration,8.98,90.7,69.3,"Power BI, Tableau, Market Research, Process Improvement, Data Visualization, SQL",6,Business Analyst
MBA,Finance,9.61,94.4,90.0,"SQL, Process Improvement, Data Visualization, Market Research, Power BI, Tableau",4,Business Analyst
B.Tech,Computer Science,6.63,92.2,74.8,"SQL, NLP, Scikit-Learn, Pandas, Machine Learning, Python, NumPy, Data Analysis",4,Data Scientist
BA,Economics,9.6,95.3,78.3,"Content Strategy, Digital Marketing, Google Analytics, Copywriting, SEO, Social Media",3,Marketing Specialist
BA,Design,7.43,86.1,90.5,"Figma, User Testing, Adobe XD, UI/UX, Design Systems, Prototyping, Wireframing",9,UX Designer
PhD,Data Science,8.08,80.7,70.1,"Machine Learning, Python, NumPy, NLP, SQL, Deep Learning, Scikit-Learn, TensorFlow",11,Data Scientist
B.Tech,Business Administration,7.59,94.7,81.9,"SQL, Data Visualization, Power BI, Process Improvement, Market Research",9,Business Analyst
MCA,Computer Science,8.96,92.4,97.1,"Git, Python, Go",12,Software Engineer
M.Tech,Computer Science,8.62,80.9,72.7,"PostgreSQL, Docker, SQL",11,Backend Developer
B.Tech,AI,8.45,80.1,97.3,"Git, C#, C++, System Design, Algorithms, Java, Data Structures, Rust",4,Software Engineer
MBA,Marketing,7.19,89.4,68.1,"SEO, Digital Marketing, Social Media, Google Analytics",15,Marketing Specialist
B.Tech,Data Science,7.42,76.3,68.8,"NLP, Data Analysis, Scikit-Learn, TensorFlow, SQL, Pandas, NumPy, Python",6,Data Scientist
BA,Economics,9.73,92.9,68.4,"Google Analytics, Copywriting, Content Strategy, SEO, Digital Marketing, Social Media",9,Marketing Specialist
B.Com,Marketing,9.5,68.7,78.6,"Google Analytics, Digital Marketing, SEO, Social Media, Copywriting, Content Strategy",0,Marketing Specialist
MCA,AI,7.97,87.7,85.4,"Java, Go, Python, Data Structures, C#",11,Software Engineer
Diploma,Information Technology,8.44,70.2,93.0,"Adobe XD, Design Systems, Prototyping, UI/UX, Wireframing, Figma, User Testing",7,UX Designer
MBA,Marketing,6.85,86.2,78.3,"Agile, Scrum, Jira, Roadmapping, Product Strategy",2,Product Manager
B.Com,Communications,8.83,65.6,78.3,"SEO, Google Analytics, Social Media, Content Strategy, Copywriting, Digital Marketing",0,Marketing Specialist
BA,Human Resources,8.14,86.6,80.1,"Communication, Onboarding, Talent Acquisition",5,HR Manager
B.Tech,Computer Science,6.43,90.1,72.3,"Angular, Tailwind, Next.js, TypeScript, JavaScript, React",5,Frontend Developer
B.Sc,Design,8.82,78.5,73.4,"Angular, CSS, HTML, Tailwind, React, Next.js, JavaScript",3,Frontend Developer
B.Sc,Information Technology,8.88,66.5,85.9,"Prototyping, UI/UX, Wireframing, Figma",10,UX Designer
B.Com,Finance,8.1,79.3,84.3,"Auditing, Finance, Tally, Advanced Excel, Accounting, GST",8,Accountant
B.Tech,Finance,8.5,85.0,75.6,"Jira, Agile, Roadmapping, Market Research",6,Product Manager
MCA,Information Technology,8.29,94.3,81.9,"REST APIs, MongoDB, Docker, Java, Node.js, SQL",9,Backend Developer
BCA,Computer Science,9.73,86.5,96.6,"Vue, Angular, Tailwind, CSS",8,Frontend Developer
BA,Business Administration,8.56,94.5,82.6,"Recruiting, Onboarding, Talent Acquisition, Employee Relations, Communication",6,HR Manager
PhD,Data Science,8.55,71.6,89.8,"Deep Learning, Data Analysis, Python",2,Data Scientist
M.Tech,Information Technology,8.86,66.1,91.9,"Jenkins, AWS, Kubernetes, Docker",10,DevOps Engineer
B.Tech,Information Technology,7.94,91.3,88.0,"Process Improvement, Market Research, SQL, Data Visualization",11,Business Analyst
BBA,Finance,8.36,90.8,93.7,"SQL, Power BI, Data Visualization, Process Improvement, Tableau, Market Research",3,Business Analyst
B.Tech,Information Technology,7.71,97.5,67.5,"Power BI, Market Research, Tableau, Process Improvement, Data Visualization, SQL",2,Business Analyst
MBA,Business Administration,7.0,70.3,92.9,"Talent Acquisition, Onboarding, Communication",6,HR Manager
BBA,Marketing,8.34,86.8,81.2,"Digital Marketing, Social Media, SEO, Copywriting",9,Marketing Specialist
BBA,Human Resources,7.58,82.7,68.0,"Onboarding, Employee Relations, Recruiting, Communication, Talent Acquisition",3,HR Manager
B.Tech,Information Technology,9.13,97.4,65.3,"Wireframing, UI/UX, User Testing, Prototyping, Design Systems",10,UX Designer
Diploma,Computer Science,8.05,74.3,95.1,"React, HTML, Angular, JavaScript, Next.js, Tailwind, CSS, TypeScript",12,Frontend Developer
Diploma,Information Technology,7.95,96.3,70.5,"Vue, React, JavaScript",12,Frontend Developer
BA,Human Resources,9.18,71.8,92.3,"Recruiting, Employee Relations, Onboarding, Communication, Talent Acquisition",11,HR Manager
B.Tech,Computer Science,6.33,66.8,91.2,"Docker, REST APIs, Python",8,Backend Developer
BCA,Information Technology,7.48,68.9,65.2,"System Design, Git, Rust, Python, C#, Java",11,Software Engineer
B.Com,Accounting,7.07,95.6,77.6,"Accounting, GST, Auditing, Tally, Finance, Advanced Excel",10,Accountant
M.Sc,Data Science,8.57,95.2,91.2,"SQL, Data Analysis, Deep Learning, Pandas, Scikit-Learn, Machine Learning, NumPy",11,Data Scientist
MBA,Business Administration,8.04,96.3,75.1,"Market Research, Tableau, Data Visualization, SQL, Power BI, Process Improvement",12,Business Analyst
BCA,Information Technology,6.69,91.4,93.1,"Next.js, JavaScript, CSS, TypeScript, Angular, Tailwind, HTML, React",12,Frontend Developer
BBA,Human Resources,9.62,76.8,87.2,"Recruiting, Onboarding, Communication, Talent Acquisition, Employee Relations",3,HR Manager
MCA,AI,7.71,85.3,75.1,"Python, Data Structures, Git",3,Software Engineer
MBA,Finance,8.99,88.5,86.1,"Advanced Excel, Tally, Accounting, Finance, Auditing",14,Accountant
BCA,Design,6.67,85.0,92.8,"Angular, Tailwind, React, TypeScript, JavaScript, Vue, CSS, HTML",2,Frontend Developer
MBA,Business Administration,8.92,72.0,66.2,"Recruiting, Communication, Talent Acquisition, Onboarding, Employee Relations",9,HR Manager
BBA,Human Resources,7.77,81.8,78.1,"Talent Acquisition, Employee Relations, Onboarding, Communication, Recruiting",8,HR Manager
M.Tech,Computer Science,8.8,81.0,76.8,"Data Analysis, TensorFlow, NLP, Statistics, Machine Learning, Deep Learning, Pandas, Scikit-Learn",13,Data Scientist
BBA,Marketing,7.97,91.1,77.8,"Digital Marketing, Content Strategy, SEO, Copywriting, Google Analytics",7,Marketing Specialist
B.Tech,Computer Science,8.07,70.7,86.6,"Machine Learning, TensorFlow, Pandas, NumPy, Statistics",5,Data Scientist
MBA,Accounting,9.11,76.4,91.2,"GST, Advanced Excel, Tally, Auditing, Finance, Accounting",1,Accountant
MBA,Business Administration,6.8,71.2,77.0,"Employee Relations, Recruiting, Onboarding, Communication",14,HR Manager
BCA,Information Technology,8.25,86.4,78.6,"C++, Git, Go, Python, Rust",3,Software Engineer
M.Tech,Computer Science,6.63,95.4,82.0,"Data Analysis, NLP, TensorFlow, Python, Pandas, Machine Learning, Statistics",10,Data Scientist
MBA,Accounting,9.3,70.6,92.4,"Auditing, GST, Accounting, Advanced Excel, Tally, Finance",3,Accountant
B.Com,Finance,8.24,72.6,77.7,"Auditing, GST, Advanced Excel, Finance",1,Accountant
M.Tech,Computer Science,8.28,94.0,82.5,"NLP, Deep Learning, Data Analysis, Machine Learning, Statistics, SQL, Pandas",2,Data Scientist
M.Tech,AI,8.58,79.2,78.9,"Rust, Go, Java, System Design",12,Software Engineer
BBA,Human Resources,6.51,80.7,72.7,"Talent Acquisition, Onboarding, Communication, Recruiting, Employee Relations",1,HR Manager
M.Tech,Electronics,7.98,77.4,71.8,"Kubernetes, Docker, AWS, Linux, Jenkins, CI/CD",6,DevOps Engineer
M.Tech,Computer Science,9.25,79.0,77.1,"GraphQL, Django, MongoDB, PostgreSQL",11,Backend Developer
MCA,Information Technology,6.96,75.1,76.4,"PostgreSQL, Docker, Java, REST APIs, MongoDB, GraphQL, SQL",7,Backend Developer
B.Tech,Business Administration,9.04,85.3,87.6,"Agile, Market Research, Stakeholder Management, Roadmapping, Jira, Product Strategy, Scrum",0,Product Manager
BBA,Finance,7.79,84.8,67.9,"Stakeholder Management, Roadmapping, Agile",4,Product Manager
B.Tech,Design,9.59,92.1,86.1,"Figma, Adobe XD, Prototyping, User Testing, Wireframing, UI/UX, Design Systems",7,UX Designer
M.Tech,Computer Science,7.37,86.6,97.2,"Pandas, SQL, Python, NumPy, NLP, Machine Learning, TensorFlow",5,Data Scientist
M.Tech,Information Technology,6.26,68.0,74.4,"Django, SQL, PostgreSQL, Python, REST APIs, GraphQL",15,Backend Developer
M.Com,Finance,8.18,73.6,78.4,"Tally, Finance, Auditing, Advanced Excel, GST",1,Accountant
MBA,Business Administration,9.67,83.6,90.4,"Recruiting, Onboarding, Talent Acquisition, Employee Relations, Communication",6,HR Manager
B.Com,Communications,6.26,85.9,97.8,"Google Analytics, SEO, Digital Marketing",10,Marketing Specialist
B.Tech,Information Technology,7.09,78.2,89.7,"User Testing, Design Systems, Figma, Wireframing, Adobe XD",5,UX Designer
BCA,Information Technology,8.6,95.0,81.5,"Data Structures, Python, Algorithms, C++, Rust",3,Software Engineer
BA,Information Technology,6.59,68.5,95.4,"UI/UX, Design Systems, Adobe XD, Wireframing",10,UX Designer
MBA,Information Technology,7.41,75.4,94.6,"Market Research, Data Visualization, SQL",14,Business Analyst
MCA,Computer Science,9.57,66.1,76.5,"Kubernetes, CI/CD, Docker, Linux, AWS, Terraform, Jenkins",13,DevOps Engineer
BBA,Business Administration,8.21,75.7,85.2,"Product Strategy, Market Research, Scrum, Roadmapping, Jira, Stakeholder Management, Agile",4,Product Manager
B.Tech,Marketing,7.39,81.5,71.9,"Scrum, Market Research, Product Strategy, Stakeholder Management",11,Product Manager
B.Sc,Information Technology,8.61,91.9,88.8,"Tailwind, JavaScript, Vue, CSS, TypeScript",12,Frontend Developer
Diploma,Information Technology,9.06,70.8,81.5,"UI/UX, Adobe XD, Design Systems, Prototyping",10,UX Designer
BA,Business Administration,6.38,70.4,72.1,"Onboarding, Communication, Talent Acquisition, Recruiting, Employee Relations",4,HR Manager
MBA,Economics,6.08,69.0,93.6,"Digital Marketing, Copywriting, Social Media, Content Strategy, Google Analytics, SEO",4,Marketing Specialist
MBA,Accounting,9.38,77.6,74.5,"GST, Auditing, Advanced Excel, Finance, Tally",3,Accountant
B.Tech,Marketing,6.62,72.5,75.5,"Jira, Product Strategy, Stakeholder Management, Market Research, Roadmapping, Scrum",4,Product Manager
M.Tech,Electronics,6.7,65.8,89.0,"Kubernetes, CI/CD, Jenkins, Terraform, Docker, AWS",5,DevOps Engineer
BCA,Computer Science,6.1,78.1,90.2,"C++, Rust, Go, Python, Algorithms, Java",1,Software Engineer
MCA,AI,6.94,74.4,85.7,"C++, System Design, Algorithms, Rust",9,Software Engineer
MBA,Business Administration,6.51,96.3,82.8,"Scrum, Stakeholder Management, Market Research, Product Strategy, Jira, Agile, Roadmapping",10,Product Manager
B.Com,Communications,9.06,79.6,77.1,"Copywriting, Social Media, Digital Marketing, Content Strategy, Google Analytics, SEO",4,Marketing Specialist
BBA,Business Administration,7.09,82.7,87.7,"Product Strategy, Agile, Scrum",7,Product Manager
BA,Marketing,7.56,83.5,78.0,"Digital Marketing, Social Media, Content Strategy, SEO, Google Analytics, Copywriting",2,Marketing Specialist
MBA,Finance,6.91,90.2,95.0,"Power BI, Data Visualization, SQL, Process Improvement",12,Business Analyst
MBA,Finance,6.69,74.6,86.0,"Process Improvement, Market Research, Power BI, Tableau, Data Visualization, SQL",8,Business Analyst
M.Tech,Electronics,6.71,68.4,73.9,"Docker, Kubernetes, AWS, Jenkins, Linux, Terraform",8,DevOps Engineer
