degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
BBA,Human Resources,6.05,79.4,98.0,"Communication, Onboarding, Recruiting, Employee Relations, Talent Acquisition",12,HR Manager
Diploma,Civil Engineering,8.84,86.5,62.4,"AutoCAD, Health & Safety, Surveying, Quality Control, Site Management",8,Site Engineer
B.Tech,Civil,9.01,60.4,60.6,"STAAD Pro, Construction Materials, Estimation, Surveying",5,Civil Engineer
B.Tech,Marketing,6.85,67.4,83.9,"Scrum, Roadmapping, Product Strategy, Stakeholder Management, Agile, Market Research, Jira",1,Product Manager
MCA,Computer Science,8.97,79.9,81.6,"C#, C++, Algorithms, Data Structures, Git, Python, Go",4,Software Engineer
M.Sc,Economics,7.69,72.9,66.3,"R, Statistics, Stata, SAS",11,Economist
M.Com,Accounting,8.11,61.8,84.4,"GST, Advanced Excel, Accounting, Tally, Finance, Taxation",2,Accountant
B.Tech,Civil,7.86,68.2,92.3,"Health & Safety, Quality Control, AutoCAD",2,Site Engineer
BCA,Computer Science,6.72,86.0,89.1,"Data Structures, Python, Rust, Git, Java, Algorithms, Go",2,Software Engineer
MBA,Business Administration,6.24,85.6,60.5,"Excel, Power BI, SQL, Process Improvement, Data Visualization, Tableau",14,Business Analyst
M.Com,Accounting,9.22,95.7,90.6,"Auditing, Advanced Excel, Finance, Accounting",13,Accountant
B.Tech,Civil,7.0,92.5,97.8,"AutoCAD, Surveying, Project Management, STAAD Pro, Estimation, Construction Materials",8,Civil Engineer
MA,History,7.0,86.4,69.7,"Public Speaking, Communication, Lesson Planning, Mentoring",12,Teaching Professional
BA,Communications,6.44,82.9,80.0,"Google Analytics, Social Media, Copywriting, SEO, Content Strategy",11,Marketing Specialist
BBA,Human Resources,6.57,96.0,70.5,"Onboarding, Recruiting, Employee Relations, Communication",6,HR Manager
MA,Economics,7.92,60.5,72.3,"R, Stata, Economic Research, Statistics, Data Analysis",8,Economist
B.Tech,Computer Science,8.84,66.3,76.6,"Node.js, GraphQL, Java, Python, FastAPI, MongoDB",1,Backend Developer
MBA,Computer Science,8.67,82.7,78.9,"Agile, Scrum, Product Strategy, Jira, Stakeholder Management, Market Research",2,Product Manager
M.Tech,Electronics,8.71,85.5,80.3,"Terraform, CI/CD, Linux, Kubernetes, Docker, Jenkins, AWS",13,DevOps Engineer
Diploma,CS,6.3,97.0,70.0,"UI/UX, Prototyping, Wireframing, Figma, Design Systems, Adobe XD, User Testing",8,UX Designer
B.Tech,Marketing,7.24,83.5,79.4,"Market Research, Agile, Product Strategy, Roadmapping",12,Product Manager
M.Com,Commerce,9.1,73.0,76.4,"Tally, Accounting, Advanced Excel, Taxation, Auditing, GST, Finance",12,Accountant
M.Tech,Mechanical Engineering,9.25,95.7,96.8,"SolidWorks, Manufacturing, CAD/CAM, Thermodynamics, Ansys, AutoCAD",7,Mechanical Engineer
M.Tech,Electronics,9.37,83.7,83.5,"Terraform, CI/CD, Jenkins, Docker",12,DevOps Engineer
MBA,Business Administration,8.16,64.3,83.2,"Market Research, Agile, Jira, Scrum, Stakeholder Management",1,Product Manager
B.Tech,Civil,7.36,69.1,66.7,"STAAD Pro, AutoCAD, ETABS, Steel Design, Structural Analysis",6,Structural Engineer
B.Tech,Computer Science,6.88,97.3,90.0,"C#, Go, C++, Git, Python",12,Software Engineer
BCA,Maths,7.79,91.1,91.2,"Excel, Data Visualization, Statistics, Tableau, SQL, Power BI",10,Data Analyst
B.Sc,Statistics,6.26,64.1,68.8,"Excel, Research, SPSS, Report Writing, Market Research, Data Analysis",7,Research Analyst
Diploma,Design,7.96,89.9,88.8,"JavaScript, TypeScript, CSS, Tailwind, Angular, React, HTML",11,Frontend Developer
M.Sc,Maths,6.81,69.7,83.8,"Public Speaking, Curriculum Development, Mentoring",10,Teaching Professional
M.Tech,Civil,6.0,62.8,65.9,"Project Management, AutoCAD, STAAD Pro, Estimation, Surveying, Construction Materials",13,Civil Engineer
MCA,Electronics,6.33,74.8,66.8,"Jenkins, Terraform, AWS, Docker, CI/CD",2,DevOps Engineer
BCA,Statistics,6.99,66.6,69.2,"Excel, Tableau, Python, SQL, Power BI, Statistics, Data Visualization",11,Data Analyst
MBA,Civil,7.25,88.9,87.8,"Cost Estimation, Project Management, Contract Management, MS Project, Primavera P6",10,Construction Manager
B.Tech,Business Administration,7.46,76.9,90.2,"Agile, Roadmapping, Jira",9,Product Manager
B.Sc,Computer Science,6.66,93.6,87.3,"React, Next.js, JavaScript",5,Frontend Developer
M.Sc,Economics,7.19,87.5,88.4,"Econometrics, SAS, Stata, R, Data Analysis",5,Economist
B.Tech,Civil,9.42,77.6,78.2,"Steel Design, Structural Analysis, STAAD Pro, AutoCAD",6,Structural Engineer
PhD,Data Science,9.14,61.1,61.7,"NLP, NumPy, Scikit-Learn, Python",13,Data Scientist
B.Sc,Maths,6.24,92.6,79.4,"Python, Statistics, Power BI, Data Visualization, Tableau, SQL, Excel",5,Data Analyst
M.Tech,Mechanical,7.68,71.4,73.9,"Thermodynamics, AutoCAD, Manufacturing, SolidWorks, Ansys",15,Mechanical Engineer
M.Tech,Electronics,9.11,95.1,78.2,"Linux, Terraform, AWS, CI/CD, Docker, Jenkins, Kubernetes",12,DevOps Engineer
M.Sc,Data Science,7.61,68.0,80.5,"Data Analysis, NLP, Statistics, NumPy, TensorFlow, Pandas, Scikit-Learn",12,Data Scientist
M.Tech,Civil,9.35,85.5,79.9,"STAAD Pro, ETABS, Structural Analysis, Steel Design",13,Structural Engineer
BBA,Economics,9.0,63.4,95.7,"Valuation, Excel, Financial Modeling",2,Financial Analyst
B.Tech,Computer Science,8.88,60.3,73.7,"Product Strategy, Jira, Agile",3,Product Manager
MCA,Information Technology,7.11,62.4,93.1,"Linux, Docker, CI/CD, Kubernetes, Terraform, Jenkins, AWS",14,DevOps Engineer
BA,Mathematics,7.3,97.1,85.2,"SPSS, Market Research, Research, Report Writing, Data Analysis, Excel",9,Research Analyst
MBA,Marketing,6.96,68.8,90.8,"Scrum, Market Research, Agile",10,Product Manager
BBA,Communications,7.12,67.9,64.5,"Social Media, Content Strategy, SEO, Digital Marketing, Google Analytics",12,Marketing Specialist
B.Sc,Computer Science,7.23,96.0,93.6,"React, Next.js, Vue, HTML, Angular, JavaScript, Tailwind, CSS",4,Frontend Developer
B.Tech,Electronics,7.28,60.7,72.4,"Jenkins, Kubernetes, AWS",7,DevOps Engineer
M.Com,Accounting,7.74,76.4,68.5,"Taxation, Tally, Auditing",1,Accountant
MCA,Information Technology,6.85,86.9,68.4,"Docker, Django, REST APIs, Node.js, FastAPI",5,Backend Developer
M.Tech,Computer Science,7.96,84.0,78.1,"SQL, MongoDB, FastAPI, Docker, Java, Python, REST APIs",10,Backend Developer
B.Tech,Computer Science,8.65,87.5,68.3,"Vue, Next.js, Angular, HTML",7,Frontend Developer
BBA,Economics,7.49,66.5,90.5,"Digital Marketing, SEO, Copywriting, Social Media, Content Strategy, Google Analytics",0,Marketing Specialist
B.Com,Finance,7.63,60.8,85.7,"Excel, Tableau, SQL, Data Visualization, Market Research, Power BI, Process Improvement",3,Business Analyst
MBA,Human Resources,7.81,95.1,95.5,"Talent Acquisition, Communication, Employee Relations, Onboarding, Recruiting",14,HR Manager
BCA,Computer Science,9.18,71.1,69.3,"Python, Django, Docker, PostgreSQL, Java, GraphQL, Node.js",3,Backend Developer
BA,CS,6.71,72.2,97.7,"Adobe XD, Figma, UI/UX",2,UX Designer
B.Tech,Civil Engineering,7.07,97.0,74.8,"Cost Estimation, Project Management, MS Project, Contract Management, Primavera P6",1,Construction Manager
PhD,Education,6.11,75.0,67.7,"Communication, Curriculum Development, Lesson Planning, Mentoring, Public Speaking",14,Teaching Professional
B.Tech,Mechanical,7.8,67.7,82.8,"Ansys, AutoCAD, Thermodynamics, Manufacturing, CAD/CAM",10,Mechanical Engineer
B.Tech,Construction Management,8.97,80.4,94.1,"Primavera P6, Contract Management, MS Project, Cost Estimation, Project Management",7,Construction Manager
BBA,Human Resources,6.53,85.6,95.3,"Recruiting, Communication, Employee Relations, Onboarding, Talent Acquisition",11,HR Manager
BBA,Human Resources,9.0,68.8,91.9,"Communication, Onboarding, Recruiting, Talent Acquisition, Employee Relations",4,HR Manager
B.Tech,Design,9.52,63.6,97.0,"TypeScript, Next.js, Angular, CSS",2,Frontend Developer
B.Tech,Maths,9.73,93.3,92.6,"Python, Excel, Data Visualization, Power BI, SQL, Statistics, Tableau",9,Data Analyst
PhD,Computer Science,9.73,69.6,60.6,"TensorFlow, Python, Deep Learning, Statistics, NumPy, Scikit-Learn, SQL",2,Data Scientist
MBA,Civil Engineering,8.95,82.9,60.3,"Project Management, MS Project, Primavera P6, Cost Estimation",13,Construction Manager
MBA,Finance,8.29,83.3,83.1,"Tally, GST, Taxation, Finance, Auditing, Accounting, Advanced Excel",11,Accountant
B.Tech,Business Administration,7.25,82.8,74.4,"Scrum, Agile, Market Research, Jira, Roadmapping, Product Strategy",0,Product Manager
B.Com,Maths,9.21,97.3,65.6,"Statistics, Excel, Power BI, Python, Data Visualization, SQL, Tableau",0,Data Analyst
BA,Human Resources,8.53,80.4,70.4,"Communication, Employee Relations, Recruiting, Talent Acquisition, Onboarding",6,HR Manager
B.Com,Business Administration,9.26,95.2,61.8,"SQL, Excel, Tableau, Market Research, Data Visualization",5,Business Analyst
M.Tech,Information Technology,7.38,61.2,83.8,"Django, Python, PostgreSQL, SQL, REST APIs, Node.js",9,Backend Developer
M.Tech,Computer Science,8.14,65.7,86.5,"Git, Rust, Algorithms, C++, C#",2,Software Engineer
PhD,History,8.79,79.8,88.4,"Mentoring, Lesson Planning, Curriculum Development, Public Speaking",4,Teaching Professional
B.Com,Finance,6.07,85.6,90.5,"Bloomberg, Financial Modeling, Valuation, Data Analysis",9,Financial Analyst
BA,Economics,8.41,75.8,61.7,"Content Strategy, SEO, Social Media, Copywriting, Digital Marketing, Google Analytics",2,Marketing Specialist
B.Tech,Construction,9.54,68.7,60.6,"Quality Control, Health & Safety, Surveying",11,Site Engineer
MBA,Commerce,6.44,92.9,61.3,"Auditing, Advanced Excel, Taxation",2,Accountant
B.Com,Marketing,9.09,96.7,76.6,"Google Analytics, Content Strategy, Copywriting, SEO, Digital Marketing, Social Media",3,Marketing Specialist
B.Sc,Information Technology,8.33,74.9,86.5,"TypeScript, CSS, Vue, JavaScript, React",7,Frontend Developer
B.Com,Computer Science,9.79,65.2,87.0,"Statistics, SQL, Data Visualization, Python, Excel, Tableau, Power BI",12,Data Analyst
M.Tech,Mechanical,6.01,62.7,78.5,"SolidWorks, Manufacturing, CAD/CAM",14,Mechanical Engineer
B.Com,Finance,7.04,81.4,70.0,"Taxation, Finance, Tally",9,Accountant
B.Com,Economics,8.48,61.8,96.2,"Bloomberg, Financial Modeling, Valuation, Excel, Data Analysis, Accounting",0,Financial Analyst
MA,Economics,9.12,76.5,83.6,"Stata, Statistics, SAS, R, Econometrics, Data Analysis, Economic Research",4,Economist
B.Tech,Civil Engineering,7.65,78.4,89.4,"STAAD Pro, Structural Analysis, ETABS, Steel Design, AutoCAD",5,Structural Engineer
B.Sc,Economics,8.85,92.2,80.2,"Data Analysis, Economic Research, Stata, Statistics, SAS, Econometrics",9,Economist
B.Com,Business,7.87,80.8,92.3,"SPSS, Data Analysis, Market Research",5,Research Analyst
M.Tech,Computer Science,8.46,84.4,75.1,"MongoDB, PostgreSQL, Python, FastAPI, Django",12,Backend Developer
B.Sc,Education,7.43,77.6,91.0,"Communication, Lesson Planning, Public Speaking, Mentoring, Curriculum Development",6,Teaching Professional
M.Tech,Information Technology,7.46,63.3,74.9,"CI/CD, AWS, Docker, Terraform, Linux, Jenkins, Kubernetes",10,DevOps Engineer
MCA,Computer Science,9.22,69.0,79.1,"CI/CD, Linux, AWS, Jenkins",15,DevOps Engineer
B.Com,Statistics,6.12,62.9,64.7,"Excel, Market Research, SPSS, Report Writing, Research, Data Analysis",11,Research Analyst
MCA,Information Technology,7.85,82.5,83.2,"Linux, Jenkins, Terraform, Kubernetes, AWS, Docker, CI/CD",15,DevOps Engineer
BA,CS,9.15,92.7,67.8,"Wireframing, Figma, UI/UX",11,UX Designer
BA,Economics,7.4,76.8,68.6,"Excel, Report Writing, SPSS",1,Research Analyst
MCA,Information Technology,9.69,80.8,79.3,"CI/CD, Kubernetes, Docker, AWS",12,DevOps Engineer
MCA,Computer Science,9.18,87.6,70.6,"Docker, Linux, CI/CD, AWS, Terraform",13,DevOps Engineer
MCA,Information Technology,8.98,69.9,83.9,"Docker, AWS, Linux, Kubernetes, CI/CD",3,DevOps Engineer
B.Tech,Marketing,9.53,63.2,79.5,"Stakeholder Management, Roadmapping, Market Research, Agile, Scrum, Product Strategy",6,Product Manager
BA,Business Administration,8.27,74.1,63.5,"Talent Acquisition, Communication, Recruiting, Employee Relations, Onboarding",0,HR Manager
BCA,Information Technology,8.43,95.8,70.6,"Vue, CSS, Tailwind, TypeScript, HTML, Angular, React, Next.js",2,Frontend Developer
M.Tech,Civil,6.84,74.6,75.2,"Surveying, AutoCAD, Estimation, Construction Materials, Project Management, STAAD Pro",9,Civil Engineer
M.Sc,Economics,7.19,89.5,76.9,"Econometrics, Data Analysis, Economic Research, R",8,Economist
B.Tech,Construction Management,6.54,92.0,82.9,"Cost Estimation, Contract Management, Primavera P6, MS Project, Project Management",3,Construction Manager
B.Sc,Computer Science,7.61,86.3,75.7,"TypeScript, Angular, JavaScript, React",12,Frontend Developer
MBA,Business Administration,8.53,64.7,69.6,"Market Research, Product Strategy, Stakeholder Management",12,Product Manager
M.Tech,Civil,8.75,80.1,70.5,"Estimation, Construction Materials, Surveying, Project Management, AutoCAD",7,Civil Engineer
Diploma,Design,6.67,69.5,70.8,"Vue, JavaScript, Angular, CSS, TypeScript, React",7,Frontend Developer
Diploma,Civil,8.7,67.9,67.7,"Quality Control, Site Management, AutoCAD, Health & Safety, Surveying",3,Site Engineer
Diploma,Civil,7.7,61.8,61.2,"AutoCAD, Surveying, Quality Control, Health & Safety, Site Management",10,Site Engineer
B.Tech,Civil,9.06,85.2,73.6,"AutoCAD, Surveying, Site Management",12,Site Engineer
M.Tech,Civil,7.19,80.5,81.5,"Structural Analysis, AutoCAD, STAAD Pro, ETABS, Steel Design",9,Structural Engineer
M.Tech,Information Technology,6.94,65.4,96.5,"PostgreSQL, GraphQL, Docker, Node.js, REST APIs, MongoDB, Python, Java",4,Backend Developer
B.Com,Commerce,8.1,76.8,90.4,"Accounting, Auditing, GST, Advanced Excel, Tally, Finance, Taxation",4,Accountant
BA,Economics,8.51,65.9,69.5,"Stata, Econometrics, Statistics, Economic Research, SAS, Data Analysis",5,Economist
BA,Communications,8.59,80.8,89.8,"Copywriting, Google Analytics, Digital Marketing, Content Strategy",2,Marketing Specialist
BCA,Computer Science,6.16,63.0,86.0,"C#, Rust, Python, System Design, C++, Data Structures",3,Software Engineer
B.Tech,Mechanical Engineering,9.18,84.0,60.8,"AutoCAD, CAD/CAM, Thermodynamics, Manufacturing, SolidWorks, Ansys",12,Mechanical Engineer
MCA,Computer Science,9.4,85.6,64.4,"Rust, C#, Data Structures, C++, Go, Java",9,Software Engineer
MBA,Finance,7.66,78.0,92.5,"Financial Modeling, Excel, Valuation, Bloomberg, Accounting, Data Analysis",10,Financial Analyst
M.Tech,Information Technology,6.17,94.1,67.3,"Algorithms, Java, Data Structures, Rust, System Design, Python, Git",2,Software Engineer
MCA,Computer Science,6.61,70.8,85.1,"C++, System Design, C#",10,Software Engineer
M.Tech,Mechanical,8.84,98.0,71.0,"AutoCAD, Ansys, SolidWorks, Thermodynamics, Manufacturing, CAD/CAM",14,Mechanical Engineer
B.Tech,Construction,6.5,63.8,72.3,"Surveying, Site Management, AutoCAD, Quality Control",5,Site Engineer
MCA,Computer Science,9.57,70.6,86.2,"TensorFlow, Deep Learning, Data Analysis, NumPy, Scikit-Learn, Python, SQL, Pandas",8,Data Scientist
MBA,Marketing,9.76,88.6,76.9,"Scrum, Market Research, Jira, Agile",2,Product Manager
MBA,Economics,8.94,71.3,82.5,"Social Media, Google Analytics, Content Strategy",15,Marketing Specialist
B.Sc,Maths,6.8,62.2,62.9,"Communication, Mentoring, Curriculum Development, Public Speaking, Lesson Planning",10,Teaching Professional
MBA,Commerce,6.15,65.7,82.9,"Auditing, Advanced Excel, Accounting",5,Accountant
MCA,Computer Science,6.17,72.7,65.0,"Pandas, Python, Machine Learning, Deep Learning, Statistics, Data Analysis",3,Data Scientist
B.Com,Finance,7.07,90.4,66.8,"Accounting, Finance, Tally, Advanced Excel",6,Accountant
MCA,Computer Science,8.24,79.7,75.0,"Docker, CI/CD, AWS, Kubernetes, Terraform, Jenkins",10,DevOps Engineer
B.Com,Computer Science,7.52,93.2,79.4,"Data Visualization, Power BI, Statistics, Excel, Tableau",1,Data Analyst
BA,Education,9.23,84.8,81.3,"Lesson Planning, Curriculum Development, Mentoring, Communication",1,Teaching Professional
B.Tech,Mechanical,6.11,78.7,69.7,"Thermodynamics, Ansys, CAD/CAM, AutoCAD",8,Mechanical Engineer
B.Com,Accounting,6.53,89.9,92.5,"GST, Auditing, Advanced Excel, Tally, Taxation, Accounting, Finance",3,Accountant
Diploma,Civil Engineering,6.72,75.5,95.4,"STAAD Pro, Surveying, Estimation",11,Civil Engineer
BCA,Information Technology,7.04,75.5,60.7,"Java, MongoDB, PostgreSQL, Python, Django, SQL, Node.js, FastAPI",6,Backend Developer
Diploma,Civil,8.9,83.2,73.4,"Project Management, Estimation, Surveying, Construction Materials, STAAD Pro, AutoCAD",1,Civil Engineer
BA,Human Resources,7.62,93.1,88.8,"Communication, Employee Relations, Recruiting, Onboarding",1,HR Manager
M.Tech,Computer Science,8.17,64.5,85.6,"Python, System Design, Data Structures, C#, Java",3,Software Engineer
B.Tech,Electronics,8.98,78.4,64.4,"Linux, Docker, Terraform",3,DevOps Engineer
M.Sc,Mathematics,6.86,97.5,76.1,"Market Research, SPSS, Data Analysis, Excel, Research, Report Writing",9,Research Analyst
B.Com,Education,9.06,69.4,94.4,"Communication, Curriculum Development, Lesson Planning, Public Speaking, Mentoring",3,Teaching Professional
B.Com,Marketing,8.4,97.4,84.9,"Google Analytics, Digital Marketing, Content Strategy, Social Media, Copywriting, SEO",9,Marketing Specialist
MBA,Civil,7.03,63.2,68.1,"Project Management, Contract Management, Cost Estimation, MS Project, Primavera P6",6,Construction Manager
MBA,Business Administration,8.22,64.9,64.5,"Onboarding, Talent Acquisition, Recruiting, Employee Relations, Communication",15,HR Manager
MBA,Human Resources,8.96,80.4,83.0,"Talent Acquisition, Communication, Recruiting, Employee Relations, Onboarding",1,HR Manager
BA,Mathematics,9.59,62.1,96.8,"Report Writing, Market Research, SPSS",11,Research Analyst
B.Tech,Finance,6.62,89.3,92.2,"Data Visualization, SQL, Power BI, Process Improvement, Market Research, Tableau",7,Business Analyst
BCA,Information Technology,6.87,87.6,65.0,"Data Structures, Python, C#, System Design, Go, Java",11,Software Engineer
MBA,Marketing,9.3,68.4,80.1,"Agile, Product Strategy, Stakeholder Management, Market Research, Scrum, Roadmapping",11,Product Manager
B.Tech,Civil,8.51,81.5,83.2,"Construction Materials, STAAD Pro, Project Management, Surveying, AutoCAD",0,Civil Engineer
M.Tech,Civil Engineering,8.21,76.6,81.3,"Estimation, Construction Materials, Surveying, Project Management, STAAD Pro",14,Civil Engineer
M.Tech,Mechanical Engineering,8.54,66.3,70.7,"AutoCAD, Thermodynamics, Ansys, Manufacturing, CAD/CAM",5,Mechanical Engineer
B.Sc,Economics,6.25,97.2,77.3,"Econometrics, R, SAS, Stata, Economic Research, Statistics, Data Analysis",3,Economist
M.Sc,Computer Science,7.2,72.3,96.9,"Pandas, Deep Learning, TensorFlow, Python, SQL, Statistics",14,Data Scientist
BBA,Marketing,6.76,95.0,96.7,"Digital Marketing, Content Strategy, Google Analytics, Social Media, SEO",1,Marketing Specialist
B.Tech,Computer Science,7.16,97.4,78.3,"Market Research, Product Strategy, Jira, Stakeholder Management, Scrum, Roadmapping, Agile",11,Product Manager
